Study,Sourcelink,Webplotdigitizer,SAVE_lab,year,Country,Assay Type,Cell-type,Sera details long,Number of sera,N(female),Comparator antigen,OmicronVariant,Titre drop,Uncertainty,numerical Titre drop,TitersHAg,TitersOmicron,Log2HAg,Log2Omi,Titre drop Alpha,TitersAlpha,Titre drop Beta,TitersBeta,Titre drop Gamma,TitersGamma,Titre drop Delta,TitersDelta,Sera_details_no_time,time,Standardised_sera_names,standardise_encounters,vacc_type_het,vacc_type,vaccine_manufacturer,standardised_assay,standardised_pseudo,standardised_cell
Xie,https://doi.org/10.1101/2022.02.07.479349,n,n,2022.03.07,China,Pseudovirus,Huh 7,3*CoronaVac (4w post 3rd dose),40,30,D614G,BA.1.1,5.97,,5.97,633,106,,,,,,,,,,,3*CoronaVac,4w post 3rd dose,3*CoronaVac,3,other,other,other,Pseudovirus,VSV,Huh 7
Xie,https://doi.org/10.1101/2022.02.07.479349,n,n,2022.03.07,China,Pseudovirus,Huh 7,2*CoronaVac + ZF2001 (4w post 3rd dose),39,28,D614G,BA.1.1,3.79,,3.79,917,242,,,,,,,,,,,2*CoronaVac + ZF2001,4w post 3rd dose,2*CoronaVac + ZF2001,3,other,other,other,Pseudovirus,VSV,Huh 7
Xie,https://doi.org/10.1101/2022.02.07.479349,n,n,2022.03.07,China,Pseudovirus,Huh 7,3*CoronaVac + BA.1 (4w post release),54,39,D614G,BA.1.1,1.72,,1.72,1423,826,,,,,,,,,,,3*CoronaVac + BA.1,4w post release,3*CoronaVac + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Huh 7
Xie,https://doi.org/10.1101/2022.02.07.479349,n,n,2022.03.07,China,Pseudovirus,Huh 7,Inf + 2*CoronaVac + ZF2001 (4w post 3rd dose),30,17,D614G,BA.1.1,4.23,,4.23,1092,258,,,,,,,,,,,Inf + 2*CoronaVac + ZF2001,4w post 3rd dose,Inf + 2*CoronaVac + ZF2001,inf+vacc,inf+vacc,inf+vacc,inf+vacc,Pseudovirus,VSV,Huh 7
Xie,https://doi.org/10.1101/2022.02.07.479349,n,n,2022.03.07,China,Pseudovirus,Huh 7,3*CoronaVac (4w post 3rd dose),40,30,D614G,BA.2,7.28,,7.28,633,87,,,,,,,,,,,3*CoronaVac,4w post 3rd dose,3*CoronaVac,3,other,other,other,Pseudovirus,VSV,Huh 7
Xie,https://doi.org/10.1101/2022.02.07.479349,n,n,2022.03.07,China,Pseudovirus,Huh 7,2*CoronaVac + ZF2001 (4w post 3rd dose),39,28,D614G,BA.2,5.66,,5.66,917,162,,,,,,,,,,,2*CoronaVac + ZF2001,4w post 3rd dose,2*CoronaVac + ZF2001,3,other,other,other,Pseudovirus,VSV,Huh 7
Xie,https://doi.org/10.1101/2022.02.07.479349,n,n,2022.03.07,China,Pseudovirus,Huh 7,3*CoronaVac + BA.1 (4w post release),54,39,D614G,BA.2,3.39,,3.39,1423,420,,,,,,,,,,,3*CoronaVac + BA.1,4w post release,3*CoronaVac + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Huh 7
Xie,https://doi.org/10.1101/2022.02.07.479349,n,n,2022.03.07,China,Pseudovirus,Huh 7,Inf + 2*CoronaVac + ZF2001 (4w post 3rd dose),30,17,D614G,BA.2,28.74,,28.74,1092,38,,,,,,,,,,,Inf + 2*CoronaVac + ZF2001,4w post 3rd dose,Inf + 2*CoronaVac + ZF2001,inf+vacc,inf+vacc,inf+vacc,inf+vacc,Pseudovirus,VSV,Huh 7
Mykytyn/Haagmans,https://doi.org/10.1101/2022.02.23.481644,n,n,2022.02.24,The Netherlands,Pseudovirus,Vero-E6/Calu-3,2*Pfizer,9,NA,D614G,BA.1,>>60.8,>>,60.8,1216,20,,,,,,,,,1.6,783,2*Pfizer,,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,VSV,Vero-E6
Mykytyn/Haagmans,https://doi.org/10.1101/2022.02.23.481644,n,n,2022.02.24,The Netherlands,Pseudovirus,Vero-E6/Calu-3,3*Pfizer,10,NA,D614G,BA.1,11.22,,11.22,3243,289,,,,,,,,,1.4,2388,3*Pfizer,,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,VSV,Vero-E6
Mykytyn/Haagmans,https://doi.org/10.1101/2022.02.23.481644,n,n,2022.02.24,The Netherlands,Pseudovirus,Vero-E6/Calu-3,2*Pfizer,9,NA,D614G,BA.2,12.54,,12.54,1216,97,,,,,,,,,1.6,783,2*Pfizer,,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,VSV,Vero-E6
Mykytyn/Haagmans,https://doi.org/10.1101/2022.02.23.481644,n,n,2022.02.24,The Netherlands,Pseudovirus,Vero-E6/Calu-3,3*Pfizer,10,NA,D614G,BA.2,6.58,,6.58,3243,493,,,,,,,,,1.4,2388,3*Pfizer,,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,VSV,Vero-E6
Medigeshi,https://doi.org/10.1101/2022.01.28.22269990,n,n,2022.03.07,India,Live-virus,Vero-E6,AZ + Delta + BA.1,15,5,Delta,BA.1,2.89,,2.89,1302,451.2,,,,,,,,,,,AZ + Delta + BA.1,,AZ + Delta + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Medigeshi,https://doi.org/10.1101/2022.01.28.22269990,n,n,2022.03.07,India,Live-virus,Vero-E6,AZ + Delta,15,5,Delta,BA.1,03.02,,03.02,181.8,60.1,,,,,,,,,,,AZ + Delta,,AZ + Delta,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Live-virus,Live-virus,Vero-E6
Medigeshi,https://doi.org/10.1101/2022.01.28.22269990,n,n,2022.03.07,India,Live-virus,Vero-E6,AZ + Delta + BA.1,15,5,Delta,BA.2,1.71,,1.71,1302,760.1,,,,,,,,,,,AZ + Delta + BA.1,,AZ + Delta + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Live-virus,Live-virus,Vero-E6
Medigeshi,https://doi.org/10.1101/2022.01.28.22269990,n,n,2022.03.07,India,Live-virus,Vero-E6,AZ + Delta,15,5,Delta,BA.2,3.1,,3.1,181.8,58.6,,,,,,,,,,,AZ + Delta,,AZ + Delta,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Live-virus,Live-virus,Vero-E6
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,WT conv,14,8,D614G,BA.1,>16.2,>,16.2,162,10,,,,,,,,,,,WT conv,,WT conv,WT conv,WT conv,WT conv,WT conv,Pseudovirus,VSV,Vero-E6 TMPRSS2
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,WT conv,14,8,D614G,BA.2,10.8,,10.8,162,15,,,,,,,,,,,WT conv,,WT conv,WT conv,WT conv,WT conv,WT conv,Pseudovirus,VSV,Vero-E6 TMPRSS2
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,2*Moderna,11,8,D614G,BA.1,44.42,,44.42,1155,26,,,,,,,,,,,2*Moderna,,2*Moderna,2,mRNA,mRNA,moderna,Pseudovirus,VSV,Vero-E6 TMPRSS2
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,2*Moderna,11,8,D614G,BA.2,24.57,,24.57,1155,47,,,,,,,,,,,2*Moderna,,2*Moderna,2,mRNA,mRNA,moderna,Pseudovirus,VSV,Vero-E6 TMPRSS2
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,2*Pfizer,10,6,D614G,BA.1,33.22,,33.22,764,23,,,,,,,,,,,2*Pfizer,,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,VSV,Vero-E6 TMPRSS2
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,2*Pfizer,10,6,D614G,BA.2,22.47,,22.47,764,34,,,,,,,,,,,2*Pfizer,,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,VSV,Vero-E6 TMPRSS2
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,2*Novavax,13,4,D614G,BA.1,>26.27,>,26.27,289,11,,,,,,,,,,,2*Novavax,,2*Novavax,2,other,other,other,Pseudovirus,VSV,Vero-E6 TMPRSS2
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,2*Novavax,13,4,D614G,BA.2,>>16.06,>>,16.06,289,18,,,,,,,,,,,2*Novavax,,2*Novavax,2,other,other,other,Pseudovirus,VSV,Vero-E6 TMPRSS2
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,J&J,10,5,D614G,BA.1,>>10,>>,10,80,8,,,,,,,,,,,J&J,,J&J,2,j&j,j&j,j&j,Pseudovirus,VSV,Vero-E6 TMPRSS2
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,J&J,10,5,D614G,BA.2,>>8.89,>>,8.89,80,9,,,,,,,,,,,J&J,,J&J,2,j&j,j&j,j&j,Pseudovirus,VSV,Vero-E6 TMPRSS2
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,2*AZ,12,10,D614G,BA.1,>43.73,>,43.73,656,15,,,,,,,,,,,2*AZ,,2*AZ,2,az,az,az,Pseudovirus,VSV,Vero-E6 TMPRSS2
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,2*AZ,12,10,D614G,BA.2,>21.16,>,21.16,656,31,,,,,,,,,,,2*AZ,,2*AZ,2,az,az,az,Pseudovirus,VSV,Vero-E6 TMPRSS2
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,2*Sputnik V,12,NA,D614G,BA.1,10.13,,10.13,152,15,,,,,,,,,,,2*Sputnik V,,2*Sputnik V,2,other,other,other,Pseudovirus,VSV,Vero-E6 TMPRSS2
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,2*Sputnik V,12,NA,D614G,BA.2,4.9,,4.9,152,31,,,,,,,,,,,2*Sputnik V,,2*Sputnik V,2,other,other,other,Pseudovirus,VSV,Vero-E6 TMPRSS2
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,2*BBIBP-CorV,12,8,D614G,BA.1,>12.53,>,12.53,188,15,,,,,,,,,,,2*BBIBP-CorV,,2*BBIBP-CorV,2,other,other,other,Pseudovirus,VSV,Vero-E6 TMPRSS2
Veesler/Bowen,https://doi.org/10.1101/2022.03.15.484542,n,n,2022.03.16,USA,VSV Pseudovirus,Vero-E6 TMPRSS2,2*BBIBP-CorV,12,8,D614G,BA.2,6.48,,6.48,188,29,,,,,,,,,,,2*BBIBP-CorV,,2*BBIBP-CorV,2,other,other,other,Pseudovirus,VSV,Vero-E6 TMPRSS2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*Pfizer (0-4w post 2nd dose),42,12,D614G,BA.1,11.11,,11.11,489,44,,,0.7,653,3.6,136,,,3.5,139,2*Pfizer,0-4w post 2nd dose,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,3*Pfizer (0-4w post 3rd dose),42,12,D614G,BA.1,05.04,,05.04,1240,246,,,0.9,1333,1.6,792,,,2.4,512,3*Pfizer,0-4w post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*CoronaVac (0-4w post 2nd dose),29,16,D614G,BA.1,>>3.55,>>,3.55,71,20,,,1.1,64,3.2,22,,,2.7,26,2*CoronaVac,0-4w post 2nd dose,2*CoronaVac,2,other,other,other,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,3*CoronaVac (0-4w post 3rd dose),29,16,D614G,BA.1,5.26,,5.26,142,27,,,1.9,76,1.6,90,,,3.4,42,3*CoronaVac,0-4w post 3rd dose,3*CoronaVac,3,other,other,other,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*CoronaVac + Pfizer (0-4w post 3rd dose),21,19,D614G,BA.1,6.15,,6.15,1242,202,,,1.2,1000,1.6,788,,,3.8,324,2*CoronaVac + Pfizer,0-4w post 3rd dose,2*CoronaVac + Pfizer,3,heterologous,other+mRNA,heterologous,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*Pfizer (>4w post 2nd dose),42,12,D614G,BA.1,>>4.86,>>,4.86,107,22,,,0.7,161,2,54,,,2.5,43,2*Pfizer,>4w post 2nd dose,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,3*Pfizer (>4w post 3rd dose),42,12,D614G,BA.1,3.39,,3.39,1106,326,,,1,1140,1.5,762,,,1.9,584,3*Pfizer,>4w post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*CoronaVac (>4w post 2nd dose),29,16,D614G,BA.1,>>1.05,>>,01.05,21,20,,,1.1,20,1.1,20,,,1,22,2*CoronaVac,>4w post 2nd dose,2*CoronaVac,2,other,other,other,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,3*CoronaVac (>4w post 3rd dose),29,16,D614G,BA.1,>3.94,>,3.94,122,31,,,1,121,1.9,64,,,3,41,3*CoronaVac,>4w post 3rd dose,3*CoronaVac,3,other,other,other,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*CoronaVac + Pfizer (>4w post 3rd dose),21,19,D614G,BA.1,4.65,,4.65,1443,310,,,1.4,1044,2,718,,,3.7,387,2*CoronaVac + Pfizer,>4w post 3rd dose,2*CoronaVac + Pfizer,3,heterologous,other+mRNA,heterologous,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*Pfizer (0-4w post 2nd dose),42,12,D614G,BA.1.1,>15.77,>,15.77,489,31,,,0.7,653,3.6,136,,,3.5,139,2*Pfizer,0-4w post 2nd dose,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,3*Pfizer (0-4w post 3rd dose),42,12,D614G,BA.1.1,3.41,,3.41,1240,364,,,0.9,1333,1.6,792,,,2.4,512,3*Pfizer,0-4w post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*CoronaVac (0-4w post 2nd dose),29,16,D614G,BA.1.1,>>3.55,>>,3.55,71,20,,,1.1,64,3.2,22,,,2.7,26,2*CoronaVac,0-4w post 2nd dose,2*CoronaVac,2,other,other,other,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,3*CoronaVac (0-4w post 3rd dose),29,16,D614G,BA.1.1,2.78,,2.78,142,51,,,1.9,76,1.6,90,,,3.4,42,3*CoronaVac,0-4w post 3rd dose,3*CoronaVac,3,other,other,other,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*CoronaVac + Pfizer (0-4w post 3rd dose),21,19,D614G,BA.1.1,4.83,,4.83,1242,257,,,1.2,1000,1.6,788,,,3.8,324,2*CoronaVac + Pfizer,0-4w post 3rd dose,2*CoronaVac + Pfizer,3,heterologous,other+mRNA,heterologous,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*Pfizer (>4w post 2nd dose),42,12,D614G,BA.1.1,>>5.35,>>,5.35,107,20,,,0.7,161,2,54,,,2.5,43,2*Pfizer,>4w post 2nd dose,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,3*Pfizer (>4w post 3rd dose),42,12,D614G,BA.1.1,3.89,,3.89,1106,284,,,1,1140,1.5,762,,,1.9,584,3*Pfizer,>4w post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*CoronaVac (>4w post 2nd dose),29,16,D614G,BA.1.1,>>1.05,>>,01.05,21,20,,,1.1,20,1.1,20,,,1,22,2*CoronaVac,>4w post 2nd dose,2*CoronaVac,2,other,other,other,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,3*CoronaVac (>4w post 3rd dose),29,16,D614G,BA.1.1,>4.21,>,4.21,122,29,,,1,121,1.9,64,,,3,41,3*CoronaVac,>4w post 3rd dose,3*CoronaVac,3,other,other,other,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*CoronaVac + Pfizer (>4w post 3rd dose),21,19,D614G,BA.1.1,5.27,,5.27,1443,274,,,1.4,1044,2,718,,,3.7,387,2*CoronaVac + Pfizer,>4w post 3rd dose,2*CoronaVac + Pfizer,3,heterologous,other+mRNA,heterologous,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*Pfizer (0-4w post 2nd dose),42,12,D614G,BA.2,>15.28,>,15.28,489,32,,,0.7,653,3.6,136,,,3.5,139,2*Pfizer,0-4w post 2nd dose,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,3*Pfizer (0-4w post 3rd dose),42,12,D614G,BA.2,05.04,,05.04,1240,246,,,0.9,1333,1.6,792,,,2.4,512,3*Pfizer,0-4w post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*CoronaVac (0-4w post 2nd dose),29,16,D614G,BA.2,>>3.55,>>,3.55,71,20,,,1.1,64,3.2,22,,,2.7,26,2*CoronaVac,0-4w post 2nd dose,2*CoronaVac,2,other,other,other,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,3*CoronaVac (0-4w post 3rd dose),29,16,D614G,BA.2,>5.26,>,5.26,142,27,,,1.9,76,1.6,90,,,3.4,42,3*CoronaVac,0-4w post 3rd dose,3*CoronaVac,3,other,other,other,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*CoronaVac + Pfizer (0-4w post 3rd dose),21,19,D614G,BA.2,6.15,,6.15,1242,202,,,1.2,1000,1.6,788,,,3.8,324,2*CoronaVac + Pfizer,0-4w post 3rd dose,2*CoronaVac + Pfizer,3,heterologous,other+mRNA,heterologous,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*Pfizer (>4w post 2nd dose),42,12,D614G,BA.2,>3.34,>,3.34,107,32,,,0.7,161,2,54,,,2.5,43,2*Pfizer,>4w post 2nd dose,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,3*Pfizer (>4w post 3rd dose),42,12,D614G,BA.2,3.89,,3.89,1106,284,,,1,1140,1.5,762,,,1.9,584,3*Pfizer,>4w post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*CoronaVac (>4w post 2nd dose),29,16,D614G,BA.2,>>1.05,>>,01.05,21,20,,,1.1,20,1.1,20,,,1,22,2*CoronaVac,>4w post 2nd dose,2*CoronaVac,2,other,other,other,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,3*CoronaVac (>4w post 3rd dose),29,16,D614G,BA.2,>4.52,>,4.52,122,27,,,1,121,1.9,64,,,3,41,3*CoronaVac,>4w post 3rd dose,3*CoronaVac,3,other,other,other,Pseudovirus,HIV-1,293T-ACE2
Chen/Zhou,https://www.biorxiv.org/content/10.1101/2022.05.09.491254v1.abstract,n,n,2022.03.03,China,HIV-1 Pseudotype,HEK293T-hACE2,2*CoronaVac + Pfizer (>4w post 3rd dose),21,19,D614G,BA.2,6.62,,6.62,1443,218,,,1.4,1044,2,718,,,3.7,387,2*CoronaVac + Pfizer,>4w post 3rd dose,2*CoronaVac + Pfizer,3,heterologous,other+mRNA,heterologous,Pseudovirus,HIV-1,293T-ACE2
Thalin,https://www.medrxiv.org/content/10.1101/2022.04.02.22273333v1.full#F4,n,n,2022.04.03,Sweden,Live-virus,Vero-E6,2*Vacc + Moderna (1m post 3rd dose),21,19,WT,BA.1,10.2,,10.2,,,,,,,,,,,,,2*Vacc + Moderna,1m post 3rd dose,2*Vacc + Moderna,3,heterologous,heterologous,heterologous,Live-virus,Live-virus,Vero-E6
Thalin,https://www.medrxiv.org/content/10.1101/2022.04.02.22273333v1.full#F4,n,n,2022.04.03,Sweden,Live-virus,Vero-E6,Convalescent + 2*Vacc + Moderna (1m post 3rd dose),73,66,WT,BA.1,19.2,,19.2,,,,,,,,,,,,,Convalescent + 2*Vacc + Moderna,1m post 3rd dose,Conv + 2*Vacc + Moderna,inf+vacc,inf+vacc,inf+vacc,inf+vacc,Live-virus,Live-virus,Vero-E6
Peiris/Cheng,https://www.researchsquare.com/article/rs-1331606/v1,n,n,2022.02.08,China,Live-virus,Vero-E6 TMPRSS2,3*Pfizer (3-5w post 3rd dose),20,9,WT,BA.1,4.75,,4.75,320,67.3,,,,,,,,,,,3*Pfizer,3-5w post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Live-virus,Live-virus,Vero-E6 TMPRSS2
Peiris/Cheng,https://www.researchsquare.com/article/rs-1331606/v1,n,n,2022.02.08,China,Live-virus,Vero-E6 TMPRSS2,3*CoronaVac (3-5w post 3rd dose),20,16,WT,BA.1,>>8.02,>>,08.02,65,8.1,,,,,,,,,,,3*CoronaVac,3-5w post 3rd dose,3*CoronaVac,3,other,other,other,Live-virus,Live-virus,Vero-E6 TMPRSS2
Peiris/Cheng,https://www.researchsquare.com/article/rs-1331606/v1,n,n,2022.02.08,China,Live-virus,Vero-E6 TMPRSS2,2*CoronaVac + Pfizer (3-5w post 3rd dose),20,10,WT,BA.1,06.06,,06.06,309.1,51,,,,,,,,,,,2*CoronaVac + Pfizer,3-5w post 3rd dose,2*CoronaVac + Pfizer,3,heterologous,other+mRNA,heterologous,Live-virus,Live-virus,Vero-E6 TMPRSS2
Peiris/Cheng,https://www.researchsquare.com/article/rs-1331606/v1,n,n,2022.02.08,China,Live-virus,Vero-E6 TMPRSS2,WT conv (143-196d post inf),20,13,WT,BA.1,>>9.54,>>,9.54,77.3,8.1,,,,,,,,,,,WT conv,143-196d post inf,WT conv,WT conv,WT conv,WT conv,WT conv,Live-virus,Live-virus,Vero-E6 TMPRSS2
Peiris/Cheng,https://www.researchsquare.com/article/rs-1331606/v1,n,n,2022.02.08,China,Live-virus,Vero-E6 TMPRSS2,3*Pfizer (3-5w post 3rd dose),20,9,WT,BA.2,3.33,,3.33,320,96.1,,,,,,,,,,,3*Pfizer,3-5w post 3rd dose,3*Pfizer,3,mRNA,mRNA,pfizer,Live-virus,Live-virus,Vero-E6 TMPRSS2
